,Gene Name,Gene Symbol,Chromosome,Gene Start,Gene End,Strand,Gene Length,Chromosome Length,Gene Location,Gene Sites,Transcript Sites,Gene Regulation,Transcript Regulation,Regulation Ratio,Gene Regulation Group,Isoform Count,Transcript Abundance,Protein Expression
37,ENSG00000171984,SHLD1,20,5750393,5864395,1,114002,64444167,0.0901151224438978,22,3,0.0001929790705426,2.6315327801266645e-05,0.1363636363636363,Predominantly Transcriptional,4,82.5,
38,ENSG00000125827,TMX4,20,7977346,8019805,-1,42459,64444167,0.1241163610664717,9,1,0.0002119691938104,2.355213264561106e-05,0.1111111111111111,Predominantly Transcriptional,4,1656.0,0.9838932233586357
39,ENSG00000149346,SLX4IP,20,10435305,10636829,1,201524,64444167,0.1634913986862457,51,7,0.0002530715944502,3.4735316885333754e-05,0.1372549019607843,Predominantly Transcriptional,2,572.5,
40,ENSG00000227927,MACROD2-IT1,20,14554384,14636524,1,82140,64444167,0.2264821578033586,7,1,8.522035549062576e-05,1.2174336498660823e-05,0.1428571428571428,Predominantly Transcriptional,2,0.0,
41,ENSG00000088812,ATRN,20,3471018,3651118,1,180100,64444167,0.0552581896201715,31,26,0.0001721265963353,0.0001443642420877,0.8387096774193549,Predominantly Transcriptional,2,4560.0,1.522379603336428
42,ENSG00000197705,KLHL14,18,32672673,32773023,-1,100350,80373285,0.4071358785447179,9,1,8.968609865470852e-05,9.96512207274539e-06,0.1111111111111111,Predominantly Transcriptional,3,1511.5,
43,ENSG00000154646,TMPRSS15,21,18269116,18485879,-1,216763,46709983,0.3934383255930536,1,1,4.613333456355559e-06,4.613333456355559e-06,1.0,Neutral,3,0.5,
44,ENSG00000263862,LINC01543,18,26421139,26438041,1,16902,80373285,0.3288355079676039,6,1,0.0003549875754348,5.9164595905809965e-05,0.1666666666666666,Predominantly Transcriptional,1,0.0,
45,ENSG00000266969,CEP192-DT,18,12984694,12991173,-1,6479,80373285,0.1615951556540211,2,4,0.0003086896125945,0.000617379225189,2.0,Predominantly Post-Transcriptional,1,1.5,
46,ENSG00000125845,BMP2,20,6767686,6780246,1,12560,64444167,0.1051137180499206,1,8,7.961783439490445e-05,0.0006369426751592,8.0,Predominantly Post-Transcriptional,1,1.0,
47,ENSG00000260372,AQP4-AS1,18,26655737,27190698,1,534961,80373285,0.3349771942256684,37,7,6.916392036054964e-05,1.3085066014158042e-05,0.1891891891891892,Predominantly Transcriptional,4,6.5,
48,ENSG00000154639,CXADR,21,17513043,17593579,1,80536,46709983,0.3757935643008048,12,23,0.0001490016886858,0.0002855865699811,1.9166666666666667,Predominantly Post-Transcriptional,5,4028.5,4.464776906553232
49,ENSG00000125898,FAM110A,20,833715,857463,1,23748,64444167,0.0131212651099982,4,2,0.0001684352366515,8.421761832575375e-05,0.5,Predominantly Transcriptional,6,53.0,
50,ENSG00000178127,NDUFV2,18,9102630,9134345,1,31715,80373285,0.1134517209294108,4,10,0.0001261232855115,0.0003153082137789,2.5,Predominantly Post-Transcriptional,9,41.0,1.5783896790681795
51,ENSG00000278719,MCM8-AS1,20,5990943,6005821,-1,14878,64444167,0.0930787420993431,4,2,0.0002688533405027,0.0001344266702513,0.5,Predominantly Transcriptional,1,6.5,
52,ENSG00000173404,INSM1,20,20368104,20370949,1,2845,64444167,0.3160802202626034,4,2,0.0014059753954305,0.0007029876977152,0.5,Predominantly Transcriptional,1,0.5,
53,ENSG00000228482,LINC01713,20,6731080,6736326,-1,5246,64444167,0.1044889446705083,1,1,0.0001906214258482,0.0001906214258482,1.0,Neutral,1,0.0,
54,ENSG00000088826,SMOX,20,4120980,4187747,1,66767,64444167,0.0644645387378504,13,7,0.0001947069660161,0.0001048422124702,0.5384615384615384,Predominantly Transcriptional,12,637.0,
55,ENSG00000154889,MPPE1,18,11882622,11908366,-1,25744,80373285,0.1480030833628363,6,3,0.000233064014916,0.000116532007458,0.5,Predominantly Transcriptional,30,80.5,
56,ENSG00000156265,MAP3K7CL,21,29077471,29175889,1,98418,46709983,0.6235643459771758,21,1,0.000213375602024,1.0160742953524764e-05,0.0476190476190476,Predominantly Transcriptional,16,0.5,
57,ENSG00000132640,BTBD3,20,11890723,11926609,1,35886,64444167,0.1847904403822924,8,30,0.0002229281613999,0.0008359806052499,3.75,Predominantly Post-Transcriptional,15,1236.0,
58,ENSG00000125851,PCSK2,20,17226107,17484578,1,258471,64444167,0.2693081982113292,31,1,0.000119936085673,3.8689059894533625e-06,0.032258064516129,Predominantly Transcriptional,5,0.0,
59,ENSG00000154721,JAM2,21,25639258,25717562,1,78304,46709983,0.5497413689917207,5,1,6.385369840621169e-05,1.2770739681242338e-05,0.2,Predominantly Transcriptional,7,3.0,
60,ENSG00000088876,ZNF343,20,2481817,2524702,-1,42885,64444167,0.0388438491260194,9,3,0.0002098635886673,6.995452955578873e-05,0.3333333333333333,Predominantly Transcriptional,8,441.0,
61,ENSG00000156256,USP16,21,29024629,29054488,1,29859,46709983,0.62169918794447,4,14,0.0001339629592417,0.0004688703573461,3.5,Predominantly Post-Transcriptional,6,1220.5,0.7511026815862923
62,ENSG00000101489,CELF4,18,37243040,37565827,-1,322787,80373285,0.4653839083471578,41,3,0.0001270187461081,9.29405459327668e-06,0.073170731707317,Predominantly Transcriptional,23,0.5,
63,ENSG00000235698,PA2G4P2,20,12380056,12381255,1,1199,64444167,0.1921144469134033,1,1,0.0008340283569641,0.0008340283569641,1.0,Neutral,1,79.5,
64,ENSG00000101230,ISM1,20,13221274,13300651,1,79377,64444167,0.2057744419289336,17,3,0.0002141678319916,3.779432329264145e-05,0.1764705882352941,Predominantly Transcriptional,1,105.0,
65,ENSG00000100997,ABHD12,20,25294742,25390835,-1,96093,64444167,0.3932518593963671,18,8,0.000187318535169,8.325268229735777e-05,0.4444444444444444,Predominantly Transcriptional,9,1422.5,1.0233981971118027
66,ENSG00000232260,BTF3L4P1,21,17518526,17518993,-1,467,46709983,0.3750538616124095,1,1,0.0021413276231263,0.0021413276231263,1.0,Neutral,1,25.0,
67,ENSG00000159147,DONSON,21,33559542,33588706,-1,29164,46709983,0.7187783390972332,8,9,0.0002743107941297,0.0003085996433959,1.125,Predominantly Post-Transcriptional,13,913.0,
68,ENSG00000089091,DZANK1,20,18383367,18467281,-1,83914,64444167,0.2859114308980051,14,1,0.0001668374764639,1.1916962604571347e-05,0.0714285714285714,Predominantly Transcriptional,11,32.0,
69,ENSG00000132874,SLC14A2,18,45212995,45683688,1,470693,80373285,0.5654657701249862,25,6,5.31131756792644e-05,1.2747162163023456e-05,0.24,Predominantly Transcriptional,4,0.0,
70,ENSG00000017797,RALBP1,18,9475009,9538114,1,63105,80373285,0.1182801163346751,11,22,0.0001743126535139,0.0003486253070279,2.0,Predominantly Post-Transcriptional,5,1486.0,0.8554827364228336
71,ENSG00000243927,MRPS6,21,34073224,34143034,1,69810,46709983,0.730210691791517,7,33,0.0001002721673112,0.000472711645896,4.714285714285714,Predominantly Post-Transcriptional,5,254.0,1.2729984161296117
72,ENSG00000215533,LINC00189,21,29193480,29288205,1,94725,46709983,0.6260084166590255,13,1,0.0001372393771443,1.0556875164951176e-05,0.0769230769230769,Predominantly Transcriptional,3,0.0,
73,ENSG00000089195,TRMT6,20,5937228,5950558,-1,13330,64444167,0.0922332194937053,1,1,7.501875468867217e-05,7.501875468867217e-05,1.0,Neutral,5,738.5,1.0047430597062927
74,ENSG00000159131,GART,21,33503931,33543491,-1,39560,46709983,0.7176990623182201,3,8,7.583417593528817e-05,0.0002022244691607,2.6666666666666665,Predominantly Post-Transcriptional,18,3202.0,0.7785269550180393
75,ENSG00000214612,RPS19P1,20,18504633,18505066,1,433,64444167,0.2871454525899916,1,1,0.0023094688221709,0.0023094688221709,1.0,Neutral,1,15.5,
76,ENSG00000101463,SYNDIG1,20,24469629,24666616,1,196987,64444167,0.3812311283347025,28,4,0.0001421413595821,2.03059085117292e-05,0.1428571428571428,Predominantly Transcriptional,2,0.0,
77,ENSG00000141380,SS18,18,26016253,26091217,-1,74964,80373285,0.324159140689596,4,2,5.335894562723441e-05,2.6679472813617204e-05,0.5,Predominantly Transcriptional,26,1383.0,0.8201401161949357
78,ENSG00000088930,XRN2,20,21303331,21389825,1,86494,64444167,0.3312414294997404,14,41,0.0001618609383309,0.0004740213193978,2.9285714285714284,Predominantly Post-Transcriptional,1,6384.5,1.1721837646881994
79,ENSG00000125772,GPCPD1,20,5544439,5611006,-1,66567,64444167,0.0865512389973168,12,2,0.0001802695029068,3.0044917151140955e-05,0.1666666666666666,Predominantly Transcriptional,6,309.0,0.4017668005060019
80,ENSG00000125870,SNRPB2,20,16729961,16742564,1,12603,64444167,0.25970174306078,3,6,0.000238038562247,0.0004760771244941,2.0,Predominantly Post-Transcriptional,3,2166.5,1.1368642659239285
81,ENSG00000101003,GINS1,20,25407673,25452628,1,44955,64444167,0.3946074824739374,5,19,0.0001112223334445,0.0004226448670893,3.8,Predominantly Post-Transcriptional,4,1754.5,0.8884107548854173
82,ENSG00000198743,SLC5A3,21,34073578,34106260,1,32682,46709983,0.7298208393696054,1,26,3.059788262652224e-05,0.0007955449482895,26.0,Predominantly Post-Transcriptional,1,1372.0,
83,ENSG00000159259,CHAF1B,21,36385392,36419015,1,33623,46709983,0.7793238438986373,2,16,5.948309193111858e-05,0.0004758647354489,8.0,Predominantly Post-Transcriptional,3,674.0,0.6574029890536512
84,ENSG00000101474,APMAP,20,24962925,24992751,-1,29826,64444167,0.3875888100159631,9,1,0.000301750150875,3.352779454167505e-05,0.1111111111111111,Predominantly Transcriptional,2,4538.0,2.0802745316342244
85,ENSG00000125864,BFSP1,20,17493905,17569220,-1,75315,64444167,0.2720426582595132,23,3,0.0003053840536413,3.983270264887473e-05,0.1304347826086956,Predominantly Transcriptional,5,12.0,
86,ENSG00000156304,SCAF4,21,31671000,31732118,-1,61118,46709983,0.6786891573049812,7,1,0.0001145325436041,1.6361791943453647e-05,0.1428571428571428,Predominantly Transcriptional,6,874.0,1.0522702679650493
87,ENSG00000264745,TTC39C-AS1,18,23994213,24015339,-1,21126,80373285,0.2986661052861034,6,1,0.000284010224368,4.733503739467954e-05,0.1666666666666666,Predominantly Transcriptional,1,0.5,
88,ENSG00000270112,ST8SIA5-DT,18,46756487,46802449,1,45962,80373285,0.5820275729678089,4,2,8.702841477742483e-05,4.3514207388712415e-05,0.5,Predominantly Transcriptional,3,0.5,
89,ENSG00000101745,ANKRD12,18,9136228,9285985,1,149757,80373285,0.1146040814432308,8,24,5.341987352844942e-05,0.0001602596205853,3.0,Predominantly Post-Transcriptional,10,996.5,0.6976287690382278
90,ENSG00000088766,CRLS1,20,6006093,6040053,1,33960,64444167,0.0934618799557142,9,9,0.0002650176678445,0.0002650176678445,1.0,Neutral,7,2800.0,
91,ENSG00000152242,C18orf25,18,46173553,46266992,1,93439,80373285,0.5750700932530006,9,18,9.63195239675082e-05,0.000192639047935,2.0,Predominantly Post-Transcriptional,6,677.5,0.8420040004758018
92,ENSG00000189295,ANKRD62P1-PARP4P3,22,16654066,16675540,-1,21474,50818468,0.3279280870883396,2,1,9.313588525658936e-05,4.6567942628294685e-05,0.5,Predominantly Transcriptional,2,0.0,
93,ENSG00000213885,RPL13AP7,21,25361821,25381756,1,19935,46709983,0.5431770013703494,1,1,5.016302984700276e-05,5.016302984700276e-05,1.0,Neutral,1,2815.0,
94,ENSG00000154839,SKA1,18,50375040,50394168,1,19128,80373285,0.6268824771813172,5,12,0.0002613969050606,0.0006273525721455,2.4,Predominantly Post-Transcriptional,5,653.5,0.30050047752990805
95,ENSG00000156261,CCT8,21,29055805,29073797,-1,17992,46709983,0.6222395970471666,5,1,0.0002779012894619,5.558025789239662e-05,0.2,Predominantly Transcriptional,11,4892.0,0.9849431841576985
96,ENSG00000125868,DSTN,20,17570075,17609919,1,39844,64444167,0.272949404404591,9,16,0.000225880935649,0.0004015661078204,1.7777777777777777,Predominantly Post-Transcriptional,3,2991.5,0.7433056722805055
97,ENSG00000132664,POLR3F,20,18467389,18484646,1,17257,64444167,0.2866980575604305,3,11,0.0001738424986961,0.0006374224952193,3.6666666666666665,Predominantly Post-Transcriptional,6,452.0,1.3797697585701085
98,ENSG00000078898,BPIFB2,20,33007704,33023703,1,15999,64444167,0.5123148461209841,5,5,0.0003125195324707,0.0003125195324707,1.0,Neutral,1,2723.5,
99,ENSG00000125834,STK35,20,2101827,2177038,1,75211,64444167,0.0331982334413601,14,22,0.0001861429844038,0.0002925104040632,1.5714285714285714,Predominantly Post-Transcriptional,2,3166.0,1.4225858750051756
100,ENSG00000154654,NCAM2,21,20998409,21543329,1,544920,46709983,0.4553816472166132,7,14,1.2845922337223812e-05,2.5691844674447627e-05,2.0,Predominantly Post-Transcriptional,5,0.5,
101,ENSG00000125872,LRRN4,20,6040546,6054060,-1,13514,64444167,0.0938378643330124,6,1,0.0004439840165754,7.399733609590054e-05,0.1666666666666666,Predominantly Transcriptional,1,21.0,
102,ENSG00000198646,NCOA6,20,34689097,34825651,-1,136554,64444167,0.539340884024461,22,14,0.0001611084259706,0.0001025235437995,0.6363636363636364,Predominantly Transcriptional,7,1319.5,0.9447196107648245
103,ENSG00000241973,PI4KA,22,20707691,20859417,-1,151726,50818468,0.4089763981078689,24,12,0.0001581798768833,7.908993844166458e-05,0.5,Predominantly Transcriptional,18,1927.0,
104,ENSG00000198862,LTN1,21,28928144,28992956,-1,64812,46709983,0.6200077186925973,3,1,4.628772449546381e-05,1.5429241498487936e-05,0.3333333333333333,Predominantly Transcriptional,7,2340.0,
105,ENSG00000142192,APP,21,25880550,26171128,-1,290578,46709983,0.5571793721269391,24,2,8.25940022988664e-05,6.882833524905533e-06,0.0833333333333333,Predominantly Transcriptional,17,3619.5,0.7873685597152194
106,ENSG00000101350,KIF3B,20,32277651,32335011,1,57360,64444167,0.5013072944212313,13,16,0.0002266387726638,0.000278940027894,1.2307692307692308,Predominantly Post-Transcriptional,1,2167.0,0.6795914375632044
107,ENSG00000141425,RPRD1A,18,35984387,36067576,-1,83189,80373285,0.4482332842311969,10,2,0.0001202082006034,2.4041640120689032e-05,0.2,Predominantly Transcriptional,11,1624.0,1.3627265593586388
108,ENSG00000172296,SPTLC3,20,13008972,13169103,1,160131,64444167,0.2031066287193998,36,1,0.0002248159319557,6.244886998769757e-06,0.0277777777777777,Predominantly Transcriptional,6,2711.5,
109,ENSG00000232775,BMS1P22,22,15805263,15820884,-1,15621,50818468,0.3111678514196846,5,1,0.0003200819409768,6.401638819537802e-05,0.2,Predominantly Transcriptional,3,165.0,
110,ENSG00000177663,IL17RA,22,17084954,17115694,1,30740,50818468,0.3364982195055545,2,10,6.506180871828237e-05,0.0003253090435914,5.0,Predominantly Post-Transcriptional,4,268.0,0.8190443227585376
111,ENSG00000101624,CEP76,18,12661833,12702777,-1,40944,80373285,0.1577925426340356,6,1,0.0001465416178194,2.4423602969910123e-05,0.1666666666666666,Predominantly Transcriptional,12,306.5,0.9624248848343099
112,ENSG00000131069,ACSS2,20,34872146,34927962,1,55816,64444167,0.5415548935561538,10,16,0.000179160097463,0.0002866561559409,1.6,Predominantly Post-Transcriptional,24,896.5,
113,ENSG00000223553,SMPD4P1,22,20602595,20656914,-1,54319,50818468,0.4059499491405368,10,1,0.0001840976453911,1.8409764539111544e-05,0.1,Predominantly Transcriptional,3,2.0,
114,ENSG00000100181,TPTEP1,22,16601887,16698742,1,96855,50818468,0.3276429840427303,3,14,3.097413659594239e-05,0.000144545970781,4.666666666666667,Predominantly Post-Transcriptional,11,5.0,
115,ENSG00000070371,CLTCL1,22,19179473,19291719,-1,112246,50818468,0.3785158576602506,15,3,0.0001336350515831,2.6727010316625985e-05,0.2,Predominantly Transcriptional,12,316.0,0.6939780959328492
116,ENSG00000101773,RBBP8,18,22798261,23026488,1,228227,80373285,0.2850745057888327,15,23,6.572403790962506e-05,0.000100776858128,1.5333333333333334,Predominantly Post-Transcriptional,16,1124.0,
117,ENSG00000142188,TMEM50B,21,33432485,33479974,-1,47489,46709983,0.7162543711480264,7,6,0.0001474025563814,0.0001263450483269,0.8571428571428571,Predominantly Transcriptional,10,407.5,
118,ENSG00000205930,C21orf62-AS1,21,32772100,32955437,1,183337,46709983,0.7035705515028768,18,4,9.81798545847265e-05,2.1817745463272557e-05,0.2222222222222222,Predominantly Transcriptional,7,3.5,
119,ENSG00000187172,BAGE2,21,10413477,10516431,1,102954,46709983,0.2240410577755937,5,3,4.85653787128232e-05,2.9139227227693923e-05,0.6,Predominantly Transcriptional,3,75.5,
120,ENSG00000198054,DSCR8,21,38121451,38156511,1,35060,46709983,0.8165059918775821,2,3,5.7045065601825445e-05,8.556759840273816e-05,1.5,Predominantly Post-Transcriptional,8,0.0,
121,ENSG00000168234,TTC39C,18,23992773,24135610,1,142837,80373285,0.2994053496755794,21,14,0.0001470207299229,9.801381994861276e-05,0.6666666666666666,Predominantly Transcriptional,10,679.5,0.6783555411075507
122,ENSG00000142149,HUNK,21,31873020,32044633,1,171613,46709983,0.6841969199603434,30,6,0.000174811931497,3.496238629940622e-05,0.2,Predominantly Transcriptional,4,281.5,
123,ENSG00000187323,DCC,18,52340197,53535903,1,1195706,80373285,0.6586523121457584,19,6,1.589019374327803e-05,5.0179559189299046e-06,0.3157894736842105,Predominantly Transcriptional,18,0.0,
124,ENSG00000159256,MORC3,21,36320189,36386148,1,65959,46709983,0.7782740683078391,10,31,0.0001516093330705,0.0004699889325186,3.1,Predominantly Post-Transcriptional,12,866.5,0.9070785594261683
125,ENSG00000099917,MED15,22,20495913,20587632,1,91719,50818468,0.4042186494091085,17,43,0.0001853487281806,0.0004688232536333,2.5294117647058822,Predominantly Post-Transcriptional,31,642.5,0.6113816347512733
126,ENSG00000141639,MAPK4,18,50560087,50731826,1,171739,80373285,0.6301342106397667,14,4,8.151904925497411e-05,2.329115692999261e-05,0.2857142857142857,Predominantly Transcriptional,7,0.5,
127,ENSG00000141622,RNF165,18,46326809,46463140,1,136331,80373285,0.5772437259469985,11,7,8.068597751061754e-05,5.134562205221117e-05,0.6363636363636364,Predominantly Transcriptional,8,0.5,
128,ENSG00000078804,TP53INP2,20,34704339,34713439,1,9100,64444167,0.5385885273371599,9,12,0.0009890109890109,0.0013186813186813,1.3333333333333333,Predominantly Post-Transcriptional,4,906.0,
129,ENSG00000167393,PPP2R3B,23,333933,386955,-1,53022,156040895,0.0023099329185467,7,1,0.000132020670665,1.8860095809286712e-05,0.1428571428571428,Predominantly Transcriptional,10,289.5,0.9664191611555754
130,ENSG00000233316,DSCR10,21,38206156,38208644,1,2488,46709983,0.8179707537037639,1,1,0.0004019292604501,0.0004019292604501,1.0,Neutral,2,0.0,
131,ENSG00000236017,ASMTL-AS1,23,1401769,1414028,1,12259,156040895,0.0090226251265733,2,2,0.0001631454441634,0.0001631454441634,1.0,Neutral,5,8.5,
132,ENSG00000067900,ROCK1,18,20946906,21111813,-1,164907,80373285,0.261646136524095,9,3,5.457621568520439e-05,1.819207189506813e-05,0.3333333333333333,Predominantly Transcriptional,6,2447.0,0.8775784679996457
133,ENSG00000205726,ITSN1,21,33642400,33899861,1,257461,46709983,0.722995992098734,35,35,0.0001359429195101,0.0001359429195101,1.0,Neutral,33,1196.5,0.8314281493760006
134,ENSG00000185291,IL3RA,23,1336616,1382689,1,46073,156040895,0.0087134369486922,14,1,0.000303865604584,2.1704686041716407e-05,0.0714285714285714,Predominantly Transcriptional,3,17.5,
135,ENSG00000182162,P2RY8,23,1462581,1537185,-1,74604,156040895,0.0096121148241299,13,2,0.000174253391239,2.680821403678087e-05,0.1538461538461538,Predominantly Transcriptional,2,68.5,
136,ENSG00000205542,TMSB4X,23,12975110,12977227,1,2117,156040895,0.0831587674500329,2,2,0.0009447331128956,0.0009447331128956,1.0,Neutral,4,41.5,
137,ENSG00000099953,MMP11,22,23768226,23784316,1,16090,50818468,0.4678667408864037,11,7,0.0006836544437538,0.0004350528278433,0.6363636363636364,Predominantly Transcriptional,13,338.5,
138,ENSG00000235044,PPIAP3,20,37530039,37530543,1,504,64444167,0.5823690916821068,3,1,0.0059523809523809,0.0019841269841269,0.3333333333333333,Predominantly Transcriptional,1,14.5,
139,ENSG00000152240,HAUS1,18,46104378,46128333,1,23955,80373285,0.5737771636433673,1,7,4.174493842621582e-05,0.0002922145689835,7.0,Predominantly Post-Transcriptional,12,532.0,0.5678354531921231
140,ENSG00000178605,GTPBP6,23,304529,318819,-1,14290,156040895,0.0019973866466223,4,1,0.0002799160251924,6.997900629811057e-05,0.25,Predominantly Transcriptional,2,825.0,2.175550975986711
