,Gene Name,Gene Symbol,Chromosome,Gene Start,Gene End,Strand,Gene Length,Chromosome Length,Gene Location,Gene Sites,Transcript Sites,Gene Regulation,Transcript Regulation,Regulation Ratio,Gene Regulation Group,Isoform Count,Transcript Abundance,Protein Expression
38,ENSG00000260302,LINC01882,18,12739490,12776140,-1,36650,80373285,0.15873203390902835,10,2,0.00027285129604365623,5.457025920873124e-05,0.2,Predominantly Transcriptional,1,3.5,
39,ENSG00000267165,CHMP1B-AS1,18,11851414,11852751,-1,1337,80373285,0.14746295986284497,3,6,0.002243829468960359,0.004487658937920718,2.0,Predominantly Post-Transcriptional,1,0.0,
40,ENSG00000176105,YES1,18,721588,812546,-1,90958,80373285,0.009543805507016417,9,3,9.894676663954792e-05,3.298225554651597e-05,0.3333333333333333,Predominantly Transcriptional,5,2853.0,
41,ENSG00000166974,MAPRE2,18,34976928,35143470,1,166542,80373285,0.43621707138136756,19,26,0.00011408533583120174,0.00015611677534796027,1.368421052631579,Predominantly Post-Transcriptional,13,1751.0,
42,ENSG00000128789,PSMG2,18,12658043,12725740,1,67697,80373285,0.15791181734079926,9,11,0.00013294532992599376,0.0001624887365762146,1.2222222222222223,Predominantly Post-Transcriptional,10,884.5,
43,ENSG00000171984,SHLD1,20,5750393,5864395,1,114002,64444167,0.09011512244389783,24,3,0.00021052262241013316,2.6315327801266645e-05,0.125,Predominantly Transcriptional,4,82.5,
44,ENSG00000125827,TMX4,20,7977346,8019805,-1,42459,64444167,0.1241163610664717,9,1,0.00021196919381049955,2.355213264561106e-05,0.1111111111111111,Predominantly Transcriptional,4,1656.0,
45,ENSG00000149346,SLX4IP,20,10435305,10636829,1,201524,64444167,0.16349139868624574,53,7,0.0002629959707032413,3.4735316885333754e-05,0.1320754716981132,Predominantly Transcriptional,2,572.5,
46,ENSG00000227927,MACROD2-IT1,20,14554384,14636524,1,82140,64444167,0.22648215780335867,7,1,8.522035549062576e-05,1.2174336498660823e-05,0.14285714285714285,Predominantly Transcriptional,2,0.0,
47,ENSG00000088812,ATRN,20,3471018,3651118,1,180100,64444167,0.05525818962017152,33,26,0.00018323153803442532,0.00014436424208772903,0.7878787878787878,Predominantly Transcriptional,2,4560.0,
48,ENSG00000197705,KLHL14,18,32672673,32773023,-1,100350,80373285,0.40713587854471794,9,1,8.968609865470852e-05,9.96512207274539e-06,0.1111111111111111,Predominantly Transcriptional,3,1511.5,
49,ENSG00000154646,TMPRSS15,21,18269116,18485879,-1,216763,46709983,0.39343832559305364,1,1,4.613333456355559e-06,4.613333456355559e-06,1.0,Neutral,3,0.5,
50,ENSG00000263862,LINC01543,18,26421139,26438041,1,16902,80373285,0.3288355079676039,6,1,0.0003549875754348598,5.9164595905809965e-05,0.16666666666666666,Predominantly Transcriptional,1,0.0,
51,ENSG00000266969,CEP192-DT,18,12984694,12991173,-1,6479,80373285,0.1615951556540211,2,4,0.0003086896125945362,0.0006173792251890724,2.0,Predominantly Post-Transcriptional,1,1.5,
52,ENSG00000125845,BMP2,20,6767686,6780246,1,12560,64444167,0.10511371804992065,1,8,7.961783439490445e-05,0.0006369426751592356,8.0,Predominantly Post-Transcriptional,1,1.0,
53,ENSG00000265273,PGDP1,18,31962178,31963618,1,1440,80373285,0.3976806223610246,2,1,0.001388888888888889,0.0006944444444444445,0.5,Predominantly Transcriptional,1,63.5,
54,ENSG00000260372,AQP4-AS1,18,26655737,27190698,1,534961,80373285,0.3349771942256684,38,7,7.103321550542936e-05,1.3085066014158042e-05,0.18421052631578946,Predominantly Transcriptional,4,6.5,
55,ENSG00000154639,CXADR,21,17513043,17593579,1,80536,46709983,0.3757935643008048,12,23,0.0001490016886858051,0.0002855865699811265,1.9166666666666667,Predominantly Post-Transcriptional,5,4028.5,
56,ENSG00000125898,FAM110A,20,833715,857463,1,23748,64444167,0.013121265109998241,5,2,0.00021054404581438436,8.421761832575375e-05,0.4,Predominantly Transcriptional,6,53.0,
57,ENSG00000178127,NDUFV2,18,9102630,9134345,1,31715,80373285,0.1134517209294108,7,10,0.00022071574964527827,0.00031530821377896896,1.4285714285714286,Predominantly Post-Transcriptional,9,41.0,
58,ENSG00000278719,MCM8-AS1,20,5990943,6005821,-1,14878,64444167,0.09307874209934314,4,2,0.00026885334050275576,0.00013442667025137788,0.5,Predominantly Transcriptional,1,6.5,
59,ENSG00000173404,INSM1,20,20368104,20370949,1,2845,64444167,0.31608022026260346,5,2,0.0017574692442882249,0.00070298769771529,0.4,Predominantly Transcriptional,1,0.5,
60,ENSG00000228482,LINC01713,20,6731080,6736326,-1,5246,64444167,0.10448894467050834,2,1,0.0003812428516965307,0.00019062142584826535,0.5,Predominantly Transcriptional,1,0.0,
61,ENSG00000088826,SMOX,20,4120980,4187747,1,66767,64444167,0.0644645387378504,15,7,0.0002246618838647835,0.0001048422124702323,0.4666666666666667,Predominantly Transcriptional,12,637.0,
62,ENSG00000154889,MPPE1,18,11882622,11908366,-1,25744,80373285,0.1480030833628363,6,3,0.00023306401491609695,0.00011653200745804848,0.5,Predominantly Transcriptional,30,80.5,
63,ENSG00000156265,MAP3K7CL,21,29077471,29175889,1,98418,46709983,0.6235643459771758,21,1,0.00021337560202402,1.0160742953524763e-05,0.047619047619047616,Predominantly Transcriptional,16,0.5,
64,ENSG00000132640,BTBD3,20,11890723,11926609,1,35886,64444167,0.18479044038229248,9,30,0.00025079418157498745,0.0008359806052499582,3.3333333333333335,Predominantly Post-Transcriptional,15,1236.0,
65,ENSG00000125851,PCSK2,20,17226107,17484578,1,258471,64444167,0.2693081982113292,32,1,0.0001238049916625076,3.8689059894533625e-06,0.03125,Predominantly Transcriptional,5,0.0,
66,ENSG00000154721,JAM2,21,25639258,25717562,1,78304,46709983,0.5497413689917207,5,1,6.385369840621169e-05,1.2770739681242338e-05,0.2,Predominantly Transcriptional,7,3.0,
67,ENSG00000088876,ZNF343,20,2481817,2524702,-1,42885,64444167,0.038843849126019424,9,3,0.0002098635886673662,6.995452955578873e-05,0.3333333333333333,Predominantly Transcriptional,8,441.0,
68,ENSG00000156256,USP16,21,29024629,29054488,1,29859,46709983,0.62169918794447,7,14,0.0002344351786730969,0.0004688703573461938,2.0,Predominantly Post-Transcriptional,6,1220.5,
69,ENSG00000101489,CELF4,18,37243040,37565827,-1,322787,80373285,0.46538390834715787,42,3,0.00013011676430587353,9.294054593276681e-06,0.07142857142857142,Predominantly Transcriptional,23,0.5,
70,ENSG00000235698,PA2G4P2,20,12380056,12381255,1,1199,64444167,0.19211444691340335,2,1,0.0016680567139282735,0.0008340283569641367,0.5,Predominantly Transcriptional,1,79.5,
71,ENSG00000101230,ISM1,20,13221274,13300651,1,79377,64444167,0.20577444192893363,18,3,0.00022676593975584866,3.779432329264145e-05,0.16666666666666666,Predominantly Transcriptional,1,105.0,
72,ENSG00000100997,ABHD12,20,25294742,25390835,-1,96093,64444167,0.3932518593963671,19,8,0.0001977251204562247,8.325268229735777e-05,0.42105263157894735,Predominantly Transcriptional,9,1422.5,
73,ENSG00000232260,BTF3L4P1,21,17518526,17518993,-1,467,46709983,0.3750538616124095,1,1,0.0021413276231263384,0.0021413276231263384,1.0,Neutral,1,25.0,
74,ENSG00000159147,DONSON,21,33559542,33588706,-1,29164,46709983,0.7187783390972332,8,9,0.000274310794129749,0.00030859964339596764,1.125,Predominantly Post-Transcriptional,13,913.0,
75,ENSG00000089091,DZANK1,20,18383367,18467281,-1,83914,64444167,0.2859114308980051,14,1,0.00016683747646399885,1.1916962604571347e-05,0.07142857142857142,Predominantly Transcriptional,11,32.0,
76,ENSG00000132874,SLC14A2,18,45212995,45683688,1,470693,80373285,0.5654657701249862,25,6,5.31131756792644e-05,1.2747162163023457e-05,0.24,Predominantly Transcriptional,4,0.0,
77,ENSG00000017797,RALBP1,18,9475009,9538114,1,63105,80373285,0.11828011633467514,12,22,0.00019015925837889233,0.00034862530702796927,1.8333333333333333,Predominantly Post-Transcriptional,5,1486.0,
78,ENSG00000243927,MRPS6,21,34073224,34143034,1,69810,46709983,0.730210691791517,9,33,0.0001289213579716373,0.00047271164589600346,3.6666666666666665,Predominantly Post-Transcriptional,5,254.0,
79,ENSG00000215533,LINC00189,21,29193480,29288205,1,94725,46709983,0.6260084166590255,14,1,0.00014779625230931643,1.0556875164951175e-05,0.07142857142857142,Predominantly Transcriptional,3,0.0,
80,ENSG00000089195,TRMT6,20,5937228,5950558,-1,13330,64444167,0.0922332194937053,1,1,7.501875468867217e-05,7.501875468867217e-05,1.0,Neutral,5,738.5,
81,ENSG00000159131,GART,21,33503931,33543491,-1,39560,46709983,0.7176990623182201,3,8,7.583417593528817e-05,0.00020222446916076846,2.6666666666666665,Predominantly Post-Transcriptional,18,3202.0,
82,ENSG00000214612,RPS19P1,20,18504633,18505066,1,433,64444167,0.2871454525899916,3,1,0.006928406466512702,0.0023094688221709007,0.3333333333333333,Predominantly Transcriptional,1,15.5,
83,ENSG00000101463,SYNDIG1,20,24469629,24666616,1,196987,64444167,0.3812311283347025,28,4,0.00014214135958210441,2.03059085117292e-05,0.14285714285714285,Predominantly Transcriptional,2,0.0,
84,ENSG00000141380,SS18,18,26016253,26091217,-1,74964,80373285,0.32415914068959606,4,2,5.335894562723441e-05,2.6679472813617204e-05,0.5,Predominantly Transcriptional,26,1383.0,
85,ENSG00000088930,XRN2,20,21303331,21389825,1,86494,64444167,0.33124142949974045,14,41,0.0001618609383309825,0.0004740213193978773,2.9285714285714284,Predominantly Post-Transcriptional,1,6384.5,
86,ENSG00000125772,GPCPD1,20,5544439,5611006,-1,66567,64444167,0.08655123899731686,12,2,0.00018026950290684574,3.0044917151140955e-05,0.16666666666666666,Predominantly Transcriptional,6,309.0,
87,ENSG00000125870,SNRPB2,20,16729961,16742564,1,12603,64444167,0.25970174306078003,3,6,0.00023803856224708403,0.00047607712449416806,2.0,Predominantly Post-Transcriptional,3,2166.5,
88,ENSG00000101003,GINS1,20,25407673,25452628,1,44955,64444167,0.39460748247393745,8,19,0.00017795573351128907,0.00042264486708931155,2.375,Predominantly Post-Transcriptional,4,1754.5,
89,ENSG00000198743,SLC5A3,21,34073578,34106260,1,32682,46709983,0.7298208393696054,3,26,9.179364787956673e-05,0.0007955449482895784,8.666666666666666,Predominantly Post-Transcriptional,1,1372.0,
90,ENSG00000159259,CHAF1B,21,36385392,36419015,1,33623,46709983,0.7793238438986373,4,16,0.00011896618386223716,0.00047586473544894864,4.0,Predominantly Post-Transcriptional,3,674.0,
91,ENSG00000230935,RPS3P1,20,14003508,14003699,1,191,64444167,0.2172982311960057,2,1,0.010471204188481676,0.005235602094240838,0.5,Predominantly Transcriptional,1,0.0,
92,ENSG00000101474,APMAP,20,24962925,24992751,-1,29826,64444167,0.3875888100159631,9,1,0.00030175015087507544,3.352779454167505e-05,0.1111111111111111,Predominantly Transcriptional,2,4538.0,
93,ENSG00000125864,BFSP1,20,17493905,17569220,-1,75315,64444167,0.27204265825951324,23,3,0.0003053840536413729,3.983270264887473e-05,0.13043478260869565,Predominantly Transcriptional,5,12.0,
94,ENSG00000156304,SCAF4,21,31671000,31732118,-1,61118,46709983,0.6786891573049812,7,1,0.00011453254360417553,1.6361791943453647e-05,0.14285714285714285,Predominantly Transcriptional,6,874.0,
95,ENSG00000264745,TTC39C-AS1,18,23994213,24015339,-1,21126,80373285,0.29866610528610343,6,1,0.00028401022436807724,4.733503739467954e-05,0.16666666666666666,Predominantly Transcriptional,1,0.5,
96,ENSG00000270112,ST8SIA5-DT,18,46756487,46802449,1,45962,80373285,0.5820275729678089,4,2,8.702841477742483e-05,4.3514207388712415e-05,0.5,Predominantly Transcriptional,3,0.5,
97,ENSG00000101745,ANKRD12,18,9136228,9285985,1,149757,80373285,0.1146040814432308,8,24,5.341987352844942e-05,0.00016025962058534827,3.0,Predominantly Post-Transcriptional,10,996.5,
98,ENSG00000088766,CRLS1,20,6006093,6040053,1,33960,64444167,0.09346187995571423,10,9,0.0002944640753828033,0.00026501766784452294,0.9,Predominantly Transcriptional,7,2800.0,
99,ENSG00000152242,C18orf25,18,46173553,46266992,1,93439,80373285,0.5750700932530006,10,18,0.00010702169329723136,0.00019263904793501643,1.8,Predominantly Post-Transcriptional,6,677.5,
100,ENSG00000189295,ANKRD62P1-PARP4P3,22,16654066,16675540,-1,21474,50818468,0.3279280870883396,2,1,9.313588525658937e-05,4.6567942628294685e-05,0.5,Predominantly Transcriptional,2,0.0,
101,ENSG00000213885,RPL13AP7,21,25361821,25381756,1,19935,46709983,0.5431770013703494,1,1,5.016302984700276e-05,5.016302984700276e-05,1.0,Neutral,1,2815.0,
102,ENSG00000154839,SKA1,18,50375040,50394168,1,19128,80373285,0.6268824771813172,5,12,0.0002613969050606441,0.0006273525721455458,2.4,Predominantly Post-Transcriptional,5,653.5,
103,ENSG00000156261,CCT8,21,29055805,29073797,-1,17992,46709983,0.6222395970471666,6,1,0.0003334815473543797,5.558025789239662e-05,0.16666666666666666,Predominantly Transcriptional,11,4892.0,
104,ENSG00000125868,DSTN,20,17570075,17609919,1,39844,64444167,0.27294940440459103,10,16,0.00025097881738781245,0.00040156610782049993,1.6,Predominantly Post-Transcriptional,3,2991.5,
105,ENSG00000132664,POLR3F,20,18467389,18484646,1,17257,64444167,0.28669805756043054,4,11,0.000231789998261575,0.0006374224952193313,2.75,Predominantly Post-Transcriptional,6,452.0,
106,ENSG00000078898,BPIFB2,20,33007704,33023703,1,15999,64444167,0.5123148461209841,7,5,0.0004375273454590912,0.0003125195324707794,0.7142857142857143,Predominantly Transcriptional,1,2723.5,
107,ENSG00000125834,STK35,20,2101827,2177038,1,75211,64444167,0.03319823344136018,17,22,0.00022603076677613646,0.00029251040406323546,1.2941176470588236,Predominantly Post-Transcriptional,2,3166.0,
108,ENSG00000154654,NCAM2,21,20998409,21543329,1,544920,46709983,0.45538164721661323,7,14,1.2845922337223813e-05,2.5691844674447627e-05,2.0,Predominantly Post-Transcriptional,5,0.5,
109,ENSG00000243925,RPS24P18,18,26098839,26099226,1,387,80373285,0.32472272969805827,2,1,0.00516795865633075,0.002583979328165375,0.5,Predominantly Transcriptional,1,0.0,
110,ENSG00000125872,LRRN4,20,6040546,6054060,-1,13514,64444167,0.09383786433301249,6,1,0.0004439840165754033,7.399733609590054e-05,0.16666666666666666,Predominantly Transcriptional,1,21.0,
111,ENSG00000198646,NCOA6,20,34689097,34825651,-1,136554,64444167,0.539340884024461,22,14,0.00016110842597067828,0.00010252354379952254,0.6363636363636364,Predominantly Transcriptional,7,1319.5,
112,ENSG00000241973,PI4KA,22,20707691,20859417,-1,151726,50818468,0.40897639810786895,25,12,0.0001647707050868012,7.908993844166458e-05,0.48,Predominantly Transcriptional,18,1927.0,
113,ENSG00000198862,LTN1,21,28928144,28992956,-1,64812,46709983,0.6200077186925973,4,1,6.171696599395174e-05,1.5429241498487936e-05,0.25,Predominantly Transcriptional,7,2340.0,
114,ENSG00000142192,APP,21,25880550,26171128,-1,290578,46709983,0.5571793721269391,24,2,8.25940022988664e-05,6.882833524905533e-06,0.08333333333333333,Predominantly Transcriptional,17,3619.5,
115,ENSG00000101350,KIF3B,20,32277651,32335011,1,57360,64444167,0.5013072944212313,15,16,0.0002615062761506276,0.0002789400278940028,1.0666666666666667,Predominantly Post-Transcriptional,1,2167.0,
116,ENSG00000141425,RPRD1A,18,35984387,36067576,-1,83189,80373285,0.44823328423119696,10,2,0.00012020820060344516,2.4041640120689032e-05,0.2,Predominantly Transcriptional,11,1624.0,
117,ENSG00000172296,SPTLC3,20,13008972,13169103,1,160131,64444167,0.20310662871939986,38,1,0.00023730570595325076,6.244886998769757e-06,0.02631578947368421,Predominantly Transcriptional,6,2711.5,
118,ENSG00000232775,BMS1P22,22,15805263,15820884,-1,15621,50818468,0.31116785141968467,5,1,0.0003200819409768901,6.401638819537802e-05,0.2,Predominantly Transcriptional,3,165.0,
119,ENSG00000177663,IL17RA,22,17084954,17115694,1,30740,50818468,0.33649821950555453,4,10,0.00013012361743656474,0.00032530904359141186,2.5,Predominantly Post-Transcriptional,4,268.0,
120,ENSG00000101624,CEP76,18,12661833,12702777,-1,40944,80373285,0.15779254263403567,6,1,0.00014654161781946072,2.4423602969910123e-05,0.16666666666666666,Predominantly Transcriptional,12,306.5,
121,ENSG00000131069,ACSS2,20,34872146,34927962,1,55816,64444167,0.5415548935561538,10,16,0.00017916009746309303,0.00028665615594094884,1.6,Predominantly Post-Transcriptional,24,896.5,
122,ENSG00000223553,SMPD4P1,22,20602595,20656914,-1,54319,50818468,0.40594994914053684,11,1,0.000202507409930227,1.8409764539111544e-05,0.09090909090909091,Predominantly Transcriptional,3,2.0,
123,ENSG00000100181,TPTEP1,22,16601887,16698742,1,96855,50818468,0.3276429840427303,3,14,3.097413659594239e-05,0.00014454597078106447,4.666666666666667,Predominantly Post-Transcriptional,11,5.0,
124,ENSG00000070371,CLTCL1,22,19179473,19291719,-1,112246,50818468,0.3785158576602506,16,3,0.00014254405502200524,2.6727010316625982e-05,0.1875,Predominantly Transcriptional,12,316.0,
125,ENSG00000101773,RBBP8,18,22798261,23026488,1,228227,80373285,0.2850745057888327,15,23,6.572403790962506e-05,0.00010077685812809176,1.5333333333333334,Predominantly Post-Transcriptional,16,1124.0,
126,ENSG00000142188,TMEM50B,21,33432485,33479974,-1,47489,46709983,0.7162543711480264,7,6,0.00014740255638147782,0.000126345048326981,0.8571428571428571,Predominantly Transcriptional,10,407.5,
127,ENSG00000205930,C21orf62-AS1,21,32772100,32955437,1,183337,46709983,0.7035705515028768,18,4,9.81798545847265e-05,2.1817745463272554e-05,0.2222222222222222,Predominantly Transcriptional,7,3.5,
128,ENSG00000228677,TTC3-AS1,21,37187666,37193926,-1,6260,46709983,0.796206583933032,1,2,0.0001597444089456869,0.0003194888178913738,2.0,Predominantly Post-Transcriptional,1,6.0,
129,ENSG00000187172,BAGE2,21,10413477,10516431,1,102954,46709983,0.22404105777559372,5,3,4.85653787128232e-05,2.9139227227693923e-05,0.6,Predominantly Transcriptional,3,75.5,
130,ENSG00000198054,DSCR8,21,38121451,38156511,1,35060,46709983,0.8165059918775821,2,3,5.7045065601825445e-05,8.556759840273816e-05,1.5,Predominantly Post-Transcriptional,8,0.0,
131,ENSG00000168234,TTC39C,18,23992773,24135610,1,142837,80373285,0.2994053496755794,21,14,0.00014702072992291913,9.801381994861275e-05,0.6666666666666666,Predominantly Transcriptional,10,679.5,
132,ENSG00000142149,HUNK,21,31873020,32044633,1,171613,46709983,0.6841969199603434,31,6,0.0001806389958802655,3.496238629940622e-05,0.1935483870967742,Predominantly Transcriptional,4,281.5,
133,ENSG00000187323,DCC,18,52340197,53535903,1,1195706,80373285,0.6586523121457584,19,6,1.589019374327803e-05,5.0179559189299046e-06,0.3157894736842105,Predominantly Transcriptional,18,0.0,
134,ENSG00000159256,MORC3,21,36320189,36386148,1,65959,46709983,0.7782740683078391,10,31,0.00015160933307054383,0.0004699889325186859,3.1,Predominantly Post-Transcriptional,12,866.5,
135,ENSG00000099917,MED15,22,20495913,20587632,1,91719,50818468,0.4042186494091085,19,43,0.00020715446090777264,0.00046882325363338024,2.263157894736842,Predominantly Post-Transcriptional,31,642.5,
136,ENSG00000141639,MAPK4,18,50560087,50731826,1,171739,80373285,0.6301342106397667,14,4,8.151904925497411e-05,2.3291156929992606e-05,0.2857142857142857,Predominantly Transcriptional,7,0.5,
137,ENSG00000141622,RNF165,18,46326809,46463140,1,136331,80373285,0.5772437259469985,12,7,8.802106637521914e-05,5.1345622052211164e-05,0.5833333333333334,Predominantly Transcriptional,8,0.5,
138,ENSG00000078804,TP53INP2,20,34704339,34713439,1,9100,64444167,0.5385885273371599,9,12,0.000989010989010989,0.0013186813186813187,1.3333333333333333,Predominantly Post-Transcriptional,4,906.0,
139,ENSG00000167393,PPP2R3B,23,333933,386955,-1,53022,156040895,0.0023099329185467692,7,1,0.00013202067066500698,1.8860095809286712e-05,0.14285714285714285,Predominantly Transcriptional,10,289.5,
140,ENSG00000233316,DSCR10,21,38206156,38208644,1,2488,46709983,0.8179707537037639,1,1,0.00040192926045016077,0.00040192926045016077,1.0,Neutral,2,0.0,
141,ENSG00000236017,ASMTL-AS1,23,1401769,1414028,1,12259,156040895,0.00902262512657339,4,2,0.0003262908883269435,0.00016314544416347175,0.5,Predominantly Transcriptional,5,8.5,
142,ENSG00000067900,ROCK1,18,20946906,21111813,-1,164907,80373285,0.261646136524095,9,3,5.457621568520439e-05,1.819207189506813e-05,0.3333333333333333,Predominantly Transcriptional,6,2447.0,
