,Gene Name,Gene Symbol,Chromosome,Gene Start,Gene End,Strand,Gene Length,Chromosome Length,Gene Location,Gene Sites,Transcript Sites,Gene Regulation,Transcript Regulation,Regulation Ratio,Gene Regulation Group,Isoform Count,Transcript Abundance,Protein Expression
38,ENSG00000280071,GATD3B,21,5079294,5128413,-1,49119,46709983,0.10926686699928792,13,1,0.00026466336855392007,2.0358720657993852e-05,0.07692307692307693,Predominantly Transcriptional,11,182.5,
39,ENSG00000266969,CEP192-DT,18,12984694,12991173,-1,6479,80373285,0.1615951556540211,2,5,0.0003086896125945362,0.0007717240314863404,2.5,Predominantly Post-Transcriptional,1,1.5,
40,ENSG00000125845,BMP2,20,6767686,6780246,1,12560,64444167,0.10511371804992065,1,4,7.961783439490445e-05,0.0003184713375796178,4.0,Predominantly Post-Transcriptional,1,3.5,
41,ENSG00000265273,PGDP1,18,31962178,31963618,1,1440,80373285,0.3976806223610246,2,1,0.001388888888888889,0.0006944444444444445,0.5,Predominantly Transcriptional,1,139.5,
42,ENSG00000154639,CXADR,21,17513043,17593579,1,80536,46709983,0.3757935643008048,3,1,3.725042217145128e-05,1.241680739048376e-05,0.3333333333333333,Predominantly Transcriptional,5,2.5,
43,ENSG00000273148,LINC00653,20,18794529,18796067,1,1538,64444167,0.2916524314760714,1,1,0.0006501950585175553,0.0006501950585175553,1.0,Neutral,1,4.5,
44,ENSG00000125898,FAM110A,20,833715,857463,1,23748,64444167,0.013121265109998241,4,5,0.0001684352366515075,0.00021054404581438436,1.25,Predominantly Post-Transcriptional,6,117.5,
45,ENSG00000178127,NDUFV2,18,9102630,9134345,1,31715,80373285,0.1134517209294108,11,15,0.00034683903515686585,0.00047296232066845344,1.3636363636363635,Predominantly Post-Transcriptional,9,145.5,
46,ENSG00000278719,MCM8-AS1,20,5990943,6005821,-1,14878,64444167,0.09307874209934314,4,1,0.00026885334050275576,6.721333512568894e-05,0.25,Predominantly Transcriptional,1,2.0,
47,ENSG00000237914,SIRPG-AS1,20,1633508,1648472,1,14964,64444167,0.025463747556858016,1,1,6.682705159048383e-05,6.682705159048383e-05,1.0,Neutral,2,0.0,
48,ENSG00000088826,SMOX,20,4120980,4187747,1,66767,64444167,0.0644645387378504,12,4,0.0001797295070918268,5.99098356972756e-05,0.3333333333333333,Predominantly Transcriptional,12,149.0,
49,ENSG00000156253,RWDD2B,21,29004384,29019360,-1,14976,46709983,0.6211064559796564,5,1,0.0003338675213675214,6.677350427350428e-05,0.2,Predominantly Transcriptional,7,284.5,
50,ENSG00000280081,LINC01667,21,9781910,9838011,-1,56101,46709983,0.21001849861516755,14,1,0.00024954991889627635,1.7824994206876884e-05,0.07142857142857142,Predominantly Transcriptional,3,410.5,
51,ENSG00000156265,MAP3K7CL,21,29077471,29175889,1,98418,46709983,0.6235643459771758,19,1,0.00019305411611697046,1.0160742953524763e-05,0.05263157894736842,Predominantly Transcriptional,16,1.5,
52,ENSG00000132640,BTBD3,20,11890723,11926609,1,35886,64444167,0.18479044038229248,3,4,8.359806052499582e-05,0.00011146408069999443,1.3333333333333333,Predominantly Post-Transcriptional,15,164.5,
53,ENSG00000088876,ZNF343,20,2481817,2524702,-1,42885,64444167,0.038843849126019424,6,2,0.00013990905911157747,4.663635303719249e-05,0.3333333333333333,Predominantly Transcriptional,8,138.0,
54,ENSG00000233480,LINC01683,21,19893113,19900043,-1,6930,46709983,0.42595986386892926,2,1,0.0002886002886002886,0.0001443001443001443,0.5,Predominantly Transcriptional,1,0.0,
55,ENSG00000156256,USP16,21,29024629,29054488,1,29859,46709983,0.62169918794447,6,11,0.0002009444388626545,0.0003683981379148665,1.8333333333333333,Predominantly Post-Transcriptional,6,2073.0,
56,ENSG00000101489,CELF4,18,37243040,37565827,-1,322787,80373285,0.46538390834715787,38,4,0.00011772469151483796,1.2392072791035575e-05,0.10526315789473684,Predominantly Transcriptional,23,3.0,
57,ENSG00000100997,ABHD12,20,25294742,25390835,-1,96093,64444167,0.3932518593963671,17,4,0.00017691194988188525,4.1626341148678884e-05,0.23529411764705882,Predominantly Transcriptional,9,326.0,
58,ENSG00000226983,LINC01692,21,24840550,25057746,1,217196,46709983,0.5341288178160972,1,1,4.604136356102322e-06,4.604136356102322e-06,1.0,Neutral,1,0.5,
59,ENSG00000159147,DONSON,21,33559542,33588706,-1,29164,46709983,0.7187783390972332,4,14,0.0001371553970648745,0.0004800438897270608,3.5,Predominantly Post-Transcriptional,13,924.0,
60,ENSG00000132874,SLC14A2,18,45212995,45683688,1,470693,80373285,0.5654657701249862,33,1,7.010939189662902e-05,2.124527027170576e-06,0.030303030303030304,Predominantly Transcriptional,4,1.0,
61,ENSG00000017797,RALBP1,18,9475009,9538114,1,63105,80373285,0.11828011633467514,9,27,0.00014261944378416924,0.00042785833135250775,3.0,Predominantly Post-Transcriptional,5,2511.0,
62,ENSG00000243927,MRPS6,21,34073224,34143034,1,69810,46709983,0.730210691791517,7,36,0.00010027216731127346,0.0005156854318865492,5.142857142857143,Predominantly Post-Transcriptional,5,293.5,
63,ENSG00000215533,LINC00189,21,29193480,29288205,1,94725,46709983,0.6260084166590255,14,1,0.00014779625230931643,1.0556875164951175e-05,0.07142857142857142,Predominantly Transcriptional,3,0.5,
64,ENSG00000159131,GART,21,33503931,33543491,-1,39560,46709983,0.7176990623182201,7,5,0.0001769464105156724,0.0001263902932254803,0.7142857142857143,Predominantly Transcriptional,18,8310.5,
65,ENSG00000214612,RPS19P1,20,18504633,18505066,1,433,64444167,0.2871454525899916,1,1,0.0023094688221709007,0.0023094688221709007,1.0,Neutral,1,15.5,
66,ENSG00000141380,SS18,18,26016253,26091217,-1,74964,80373285,0.32415914068959606,9,2,0.00012005762766127741,2.6679472813617204e-05,0.2222222222222222,Predominantly Transcriptional,26,1276.0,
67,ENSG00000088930,XRN2,20,21303331,21389825,1,86494,64444167,0.33124142949974045,6,28,6.936897357042108e-05,0.000323721876661965,4.666666666666667,Predominantly Post-Transcriptional,1,2171.5,
68,ENSG00000125772,GPCPD1,20,5544439,5611006,-1,66567,64444167,0.08655123899731686,9,1,0.0001352021271801343,1.5022458575570477e-05,0.1111111111111111,Predominantly Transcriptional,6,530.5,
69,ENSG00000125870,SNRPB2,20,16729961,16742564,1,12603,64444167,0.25970174306078003,3,4,0.00023803856224708403,0.0003173847496627787,1.3333333333333333,Predominantly Post-Transcriptional,3,662.0,
70,ENSG00000101003,GINS1,20,25407673,25452628,1,44955,64444167,0.39460748247393745,2,14,4.448893337782227e-05,0.0003114225336447559,7.0,Predominantly Post-Transcriptional,4,620.5,
71,ENSG00000248476,BACH1-IT1,21,29351634,29361894,1,10260,46709983,0.6284901452436837,6,2,0.0005847953216374269,0.0001949317738791423,0.3333333333333333,Predominantly Transcriptional,1,14.5,
72,ENSG00000198743,SLC5A3,21,34073578,34106260,1,32682,46709983,0.7298208393696054,4,29,0.00012239153050608897,0.0008873385961691451,7.25,Predominantly Post-Transcriptional,1,1152.5,
73,ENSG00000159259,CHAF1B,21,36385392,36419015,1,33623,46709983,0.7793238438986373,6,12,0.00017844927579335575,0.0003568985515867115,2.0,Predominantly Post-Transcriptional,3,862.5,
74,ENSG00000156304,SCAF4,21,31671000,31732118,-1,61118,46709983,0.6786891573049812,12,2,0.00019634150332144376,3.2723583886907294e-05,0.16666666666666666,Predominantly Transcriptional,6,699.0,
75,ENSG00000101745,ANKRD12,18,9136228,9285985,1,149757,80373285,0.1146040814432308,11,39,7.345232610161796e-05,0.00026042188345119094,3.5454545454545454,Predominantly Post-Transcriptional,10,1050.0,
76,ENSG00000088766,CRLS1,20,6006093,6040053,1,33960,64444167,0.09346187995571423,7,10,0.0002061248527679623,0.0002944640753828033,1.4285714285714286,Predominantly Post-Transcriptional,7,645.5,
77,ENSG00000152242,C18orf25,18,46173553,46266992,1,93439,80373285,0.5750700932530006,13,8,0.00013912820128640074,8.561735463778508e-05,0.6153846153846154,Predominantly Transcriptional,6,403.0,
78,ENSG00000189295,ANKRD62P1-PARP4P3,22,16654066,16675540,-1,21474,50818468,0.3279280870883396,7,1,0.00032597559839806276,4.6567942628294685e-05,0.14285714285714285,Predominantly Transcriptional,2,5.5,
79,ENSG00000154839,SKA1,18,50375040,50394168,1,19128,80373285,0.6268824771813172,2,8,0.00010455876202425763,0.0004182350480970305,4.0,Predominantly Post-Transcriptional,5,2133.5,
80,ENSG00000125868,DSTN,20,17570075,17609919,1,39844,64444167,0.27294940440459103,5,8,0.00012548940869390622,0.00020078305391024997,1.6,Predominantly Post-Transcriptional,3,1228.0,
81,ENSG00000132664,POLR3F,20,18467389,18484646,1,17257,64444167,0.28669805756043054,2,3,0.0001158949991307875,0.00017384249869618125,1.5,Predominantly Post-Transcriptional,6,190.0,
82,ENSG00000125834,STK35,20,2101827,2177038,1,75211,64444167,0.03319823344136018,11,9,0.00014625520203161773,0.00011966334711677813,0.8181818181818182,Predominantly Transcriptional,2,519.5,
83,ENSG00000154654,NCAM2,21,20998409,21543329,1,544920,46709983,0.45538164721661323,42,23,7.707553402334287e-05,4.220803053659253e-05,0.5476190476190477,Predominantly Transcriptional,5,1248.0,
84,ENSG00000241832,CECR3,22,17256859,17266733,-1,9874,50818468,0.3396756470502023,3,1,0.00030382823577071097,0.00010127607859023699,0.3333333333333333,Predominantly Transcriptional,1,0.5,
85,ENSG00000152234,ATP5F1A,18,46080248,46104334,-1,24086,80373285,0.5734777544553517,4,1,0.0001660715768496222,4.151789421240555e-05,0.25,Predominantly Transcriptional,20,8894.5,
86,ENSG00000198646,NCOA6,20,34689097,34825651,-1,136554,64444167,0.539340884024461,21,5,0.0001537853156992838,3.6615551356972334e-05,0.23809523809523808,Predominantly Transcriptional,7,249.0,
87,ENSG00000241973,PI4KA,22,20707691,20859417,-1,151726,50818468,0.40897639810786895,23,10,0.00015158904867985712,6.590828203472048e-05,0.43478260869565216,Predominantly Transcriptional,18,4542.0,
88,ENSG00000142192,APP,21,25880550,26171128,-1,290578,46709983,0.5571793721269391,13,3,4.473841791188596e-05,1.03242502873583e-05,0.23076923076923078,Predominantly Transcriptional,17,4.0,
89,ENSG00000101350,KIF3B,20,32277651,32335011,1,57360,64444167,0.5013072944212313,13,9,0.00022663877266387728,0.00015690376569037657,0.6923076923076923,Predominantly Transcriptional,1,560.0,
90,ENSG00000237438,CECR7,22,17036570,17060825,1,24255,50818468,0.33548231914429216,3,2,0.00012368583797155226,8.245722531436817e-05,0.6666666666666666,Predominantly Transcriptional,4,97.0,
91,ENSG00000177663,IL17RA,22,17084954,17115694,1,30740,50818468,0.33649821950555453,8,10,0.0002602472348731295,0.00032530904359141186,1.25,Predominantly Post-Transcriptional,4,329.5,
92,ENSG00000101624,CEP76,18,12661833,12702777,-1,40944,80373285,0.15779254263403567,4,1,9.769441187964049e-05,2.4423602969910123e-05,0.25,Predominantly Transcriptional,12,401.0,
93,ENSG00000131069,ACSS2,20,34872146,34927962,1,55816,64444167,0.5415548935561538,10,30,0.00017916009746309303,0.000537480292389279,3.0,Predominantly Post-Transcriptional,24,1978.5,
94,ENSG00000223553,SMPD4P1,22,20602595,20656914,-1,54319,50818468,0.40594994914053684,10,1,0.00018409764539111545,1.8409764539111544e-05,0.1,Predominantly Transcriptional,3,174.5,
95,ENSG00000100181,TPTEP1,22,16601887,16698742,1,96855,50818468,0.3276429840427303,22,22,0.00022714366837024418,0.00022714366837024418,1.0,Neutral,11,1295.0,
96,ENSG00000250261,CCDC74BP1,22,20587496,20592218,-1,4722,50818468,0.40516485069955277,2,3,0.00042354934349851756,0.0006353240152477764,1.5,Predominantly Post-Transcriptional,1,3.5,
97,ENSG00000070371,CLTCL1,22,19179473,19291719,-1,112246,50818468,0.3785158576602506,32,3,0.0002850881100440105,2.6727010316625982e-05,0.09375,Predominantly Transcriptional,12,614.0,
98,ENSG00000101773,RBBP8,18,22798261,23026488,1,228227,80373285,0.2850745057888327,19,18,8.325044801885841e-05,7.886884549155008e-05,0.9473684210526315,Predominantly Transcriptional,16,1370.5,
99,ENSG00000184029,DSCR4,21,37951425,38121360,-1,169935,46709983,0.8143097054862983,24,2,0.00014123047047400475,1.1769205872833731e-05,0.08333333333333333,Predominantly Transcriptional,3,101.0,
100,ENSG00000142188,TMEM50B,21,33432485,33479974,-1,47489,46709983,0.7162543711480264,6,6,0.000126345048326981,0.000126345048326981,1.0,Neutral,10,332.0,
101,ENSG00000205930,C21orf62-AS1,21,32772100,32955437,1,183337,46709983,0.7035705515028768,18,1,9.81798545847265e-05,5.4544363658181384e-06,0.05555555555555555,Predominantly Transcriptional,7,29.0,
102,ENSG00000228677,TTC3-AS1,21,37187666,37193926,-1,6260,46709983,0.796206583933032,1,1,0.0001597444089456869,0.0001597444089456869,1.0,Neutral,1,12.0,
103,ENSG00000187172,BAGE2,21,10413477,10516431,1,102954,46709983,0.22404105777559372,10,5,9.71307574256464e-05,4.85653787128232e-05,0.5,Predominantly Transcriptional,3,824.0,
104,ENSG00000198054,DSCR8,21,38121451,38156511,1,35060,46709983,0.8165059918775821,6,4,0.00017113519680547631,0.00011409013120365089,0.6666666666666666,Predominantly Transcriptional,8,489.5,
105,ENSG00000260930,LINC01416,18,55881688,55998219,-1,116531,80373285,0.696001830707803,15,1,0.0001287211128369275,8.581407522461834e-06,0.06666666666666667,Predominantly Transcriptional,1,1.5,
106,ENSG00000168234,TTC39C,18,23992773,24135610,1,142837,80373285,0.2994053496755794,9,3,6.300888425267963e-05,2.1002961417559876e-05,0.3333333333333333,Predominantly Transcriptional,10,3.0,
107,ENSG00000142149,HUNK,21,31873020,32044633,1,171613,46709983,0.6841969199603434,12,2,6.992477259881244e-05,1.165412876646874e-05,0.16666666666666666,Predominantly Transcriptional,4,0.5,
108,ENSG00000154642,C21orf91,21,17788974,17819386,-1,30412,46709983,0.38116434339100486,3,1,9.864527160331448e-05,3.288175720110483e-05,0.3333333333333333,Predominantly Transcriptional,6,280.5,
109,ENSG00000187323,DCC,18,52340197,53535903,1,1195706,80373285,0.6586523121457584,2,5,1.6726519729766346e-06,4.181629932441587e-06,2.5,Predominantly Post-Transcriptional,18,0.0,
110,ENSG00000159256,MORC3,21,36320189,36386148,1,65959,46709983,0.7782740683078391,8,26,0.00012128746645643506,0.00039418426598341396,3.25,Predominantly Post-Transcriptional,12,1480.5,
111,ENSG00000099917,MED15,22,20495913,20587632,1,91719,50818468,0.4042186494091085,22,72,0.0002398630599984736,0.0007850063781768226,3.272727272727273,Predominantly Post-Transcriptional,31,2456.5,
112,ENSG00000159086,PAXBP1,21,32733899,32771792,-1,37893,46709983,0.7011958343037719,5,1,0.00013195049217533581,2.639009843506716e-05,0.2,Predominantly Transcriptional,9,927.0,
113,ENSG00000141622,RNF165,18,46326809,46463140,1,136331,80373285,0.5772437259469985,21,3,0.00015403686615663348,2.2005266593804785e-05,0.14285714285714285,Predominantly Transcriptional,8,37.0,
114,ENSG00000078804,TP53INP2,20,34704339,34713439,1,9100,64444167,0.5385885273371599,9,3,0.000989010989010989,0.00032967032967032967,0.3333333333333333,Predominantly Transcriptional,4,69.0,
115,ENSG00000101384,JAG1,20,10637684,10673999,-1,36315,64444167,0.16534997651532993,5,1,0.00013768415255404102,2.7536830510808205e-05,0.2,Predominantly Transcriptional,9,5.0,
116,ENSG00000230323,LINC00159,21,32080316,32197813,-1,117497,46709983,0.6880555811805797,12,1,0.00010213026715575717,8.510855596313098e-06,0.08333333333333333,Predominantly Transcriptional,2,0.0,
117,ENSG00000236017,ASMTL-AS1,23,1401769,1414028,1,12259,156040895,0.00902262512657339,3,1,0.0002447181662452076,8.157272208173587e-05,0.3333333333333333,Predominantly Transcriptional,5,2.5,
118,ENSG00000205726,ITSN1,21,33642400,33899861,1,257461,46709983,0.722995992098734,38,18,0.00014759516975386563,6.99135014623574e-05,0.47368421052631576,Predominantly Transcriptional,33,261.5,
119,ENSG00000231216,GS1-600G8.3,23,13310652,13319933,1,9281,156040895,0.08533206951933979,1,9,0.00010774701002047193,0.0009697230901842474,9.0,Predominantly Post-Transcriptional,1,173.0,
120,ENSG00000185291,IL3RA,23,1336616,1382689,1,46073,156040895,0.008713436948692201,10,1,0.00021704686041716407,2.1704686041716407e-05,0.1,Predominantly Transcriptional,3,13.5,
121,ENSG00000182162,P2RY8,23,1462581,1537185,-1,74604,156040895,0.009612114824129919,16,1,0.00021446571229424697,1.3404107018390436e-05,0.0625,Predominantly Transcriptional,2,18.5,
122,ENSG00000205542,TMSB4X,23,12975110,12977227,1,2117,156040895,0.0831587674500329,6,5,0.002834199338686821,0.0023618327822390174,0.8333333333333334,Predominantly Transcriptional,4,8545.5,
123,ENSG00000099953,MMP11,22,23768226,23784316,1,16090,50818468,0.46786674088640373,6,3,0.00037290242386575515,0.00018645121193287757,0.5,Predominantly Transcriptional,13,9.5,
124,ENSG00000152240,HAUS1,18,46104378,46128333,1,23955,80373285,0.5737771636433673,4,4,0.0001669797537048633,0.0001669797537048633,1.0,Neutral,12,694.5,
125,ENSG00000226985,LINC01203,23,13333952,13403035,1,69083,156040895,0.08567301219337405,4,9,5.790136502468046e-05,0.00013027807130553103,2.25,Predominantly Post-Transcriptional,2,49.5,
126,ENSG00000184792,OSBP2,22,30693782,30907824,1,214042,50818468,0.6060946780213838,29,8,0.00013548742770110538,3.7375842124442866e-05,0.27586206896551724,Predominantly Transcriptional,19,758.0,
127,ENSG00000101310,SEC23B,20,18507520,18561415,1,53895,64444167,0.28760504422378524,1,18,1.8554596901382317e-05,0.00033398274422488173,18.0,Predominantly Post-Transcriptional,8,1290.5,
128,ENSG00000169084,DHRSX,23,2219506,2502805,-1,283299,156040895,0.015131645457429605,29,8,0.00010236534544774249,2.8238715985584134e-05,0.27586206896551724,Predominantly Transcriptional,7,140.0,
129,ENSG00000169093,ASMTL,23,1403139,1453762,-1,50623,156040895,0.009154334189123947,5,2,9.876933409714951e-05,3.9507733638859806e-05,0.4,Predominantly Transcriptional,6,457.0,
130,ENSG00000236871,LINC00106,23,1396427,1399402,1,2975,156040895,0.008958641899612279,3,2,0.0010084033613445378,0.0006722689075630252,0.6666666666666666,Predominantly Transcriptional,2,3.5,
131,ENSG00000004961,HCCS,23,11111301,11123086,1,11785,156040895,0.07124538410267385,3,7,0.0002545608824777259,0.0005939753924480272,2.3333333333333335,Predominantly Post-Transcriptional,3,902.5,
132,ENSG00000089123,TASP1,20,13389392,13638932,-1,249540,64444167,0.2097034166024677,11,3,4.4081109241003444e-05,1.2022120702091848e-05,0.2727272727272727,Predominantly Transcriptional,7,101.0,
133,ENSG00000141655,TNFRSF11A,18,62325287,62391288,1,66001,80373285,0.775858390011059,7,1,0.00010605899910607415,1.5151285586582021e-05,0.14285714285714285,Predominantly Transcriptional,6,1.0,
134,ENSG00000132792,CTNNBL1,20,37693955,37872129,1,178174,64444167,0.5862911068429203,18,15,0.0001010248408858756,8.418736740489634e-05,0.8333333333333334,Predominantly Transcriptional,9,680.0,
135,ENSG00000185686,PRAME,22,22547701,22559361,-1,11660,50818468,0.44380580303995,5,3,0.0004288164665523156,0.00025728987993138937,0.6,Predominantly Transcriptional,14,24032.0,
136,ENSG00000091164,TXNL1,18,56597209,56651600,-1,54391,80373285,0.7045177324778998,3,1,5.5156183927488005e-05,1.8385394642496e-05,0.3333333333333333,Predominantly Transcriptional,11,1034.0,
137,ENSG00000220891,LL22NC03-63E9.3,22,22559343,22566602,1,7259,50818468,0.44399159179690345,4,2,0.0005510400881664141,0.00027552004408320705,0.5,Predominantly Transcriptional,1,19.0,
138,ENSG00000226912,ISCA2P1,22,26644889,26645336,-1,447,50818468,0.5243194757464944,1,1,0.0022371364653243847,0.0022371364653243847,1.0,Neutral,1,1.0,
139,ENSG00000134030,CTIF,18,48539031,48863217,1,324186,80373285,0.6059367114334072,48,17,0.00014806314893301992,5.243903191377789e-05,0.3541666666666667,Predominantly Transcriptional,11,180.0,
140,ENSG00000101955,SRPX,23,38149336,38220924,-1,71588,156040895,0.2447123236507968,4,1,5.58752863608426e-05,1.396882159021065e-05,0.25,Predominantly Transcriptional,6,1.0,
141,ENSG00000177324,BEND2,23,18162931,18220886,-1,57955,156040895,0.11658423581843722,6,2,0.00010352859977568803,3.450953325856268e-05,0.3333333333333333,Predominantly Transcriptional,2,4.0,
142,ENSG00000149639,SOGA1,20,36777447,36863538,-1,86091,64444167,0.5713549296090676,19,1,0.0002206967046497311,1.1615616034196373e-05,0.05263157894736842,Predominantly Transcriptional,4,709.0,
