,Gene Name,Gene Symbol,Chromosome,Gene Start,Gene End,Strand,Gene Length,Chromosome Length,Gene Location,Gene Sites,Transcript Sites,Gene Regulation,Transcript Regulation,Regulation Ratio,Gene Regulation Group,Isoform Count,Transcript Abundance,Protein Expression
43,ENSG00000156253,RWDD2B,21,29004384,29019360,-1,14976,46709983,0.621106455979656,4,1,0.000267094017094,6.67735042735043E-05,0.25,Predominantly Transcriptional,7,284.5,1.36755361517149
44,ENSG00000280081,LINC01667,21,9781910,9838011,-1,56101,46709983,0.210018498615168,14,1,0.0002495499188962,1.78249942068769E-05,0.0714285714285714,Predominantly Transcriptional,3,410.5,
45,ENSG00000156265,MAP3K7CL,21,29077471,29175889,1,98418,46709983,0.623564345977176,19,1,0.0001930541161169,1.01607429535248E-05,0.0526315789473684,Predominantly Transcriptional,16,1.5,
46,ENSG00000132640,BTBD3,20,11890723,11926609,1,35886,64444167,0.184790440382292,3,4,8.35980605249958E-05,0.0001114640806999,1.33333333333333,Predominantly Post-Transcriptional,15,164.5,0.671558625231486
47,ENSG00000088876,ZNF343,20,2481817,2524702,-1,42885,64444167,0.0388438491260194,6,2,0.0001399090591115,4.66363530371925E-05,0.333333333333333,Predominantly Transcriptional,8,138,
48,ENSG00000233480,LINC01683,21,19893113,19900043,-1,6930,46709983,0.425959863868929,2,1,0.0002886002886002,0.0001443001443001,0.5,Predominantly Transcriptional,1,0,
49,ENSG00000156256,USP16,21,29024629,29054488,1,29859,46709983,0.62169918794447,3,11,0.0001004722194313,0.0003683981379148,3.66666666666667,Predominantly Post-Transcriptional,6,2073,1.24243478204244
50,ENSG00000101489,CELF4,18,37243040,37565827,-1,322787,80373285,0.465383908347158,38,4,0.0001177246915148,1.23920727910356E-05,0.105263157894737,Predominantly Transcriptional,23,3,
51,ENSG00000100997,ABHD12,20,25294742,25390835,-1,96093,64444167,0.393251859396367,16,4,0.0001665053645947,4.16263411486789E-05,0.25,Predominantly Transcriptional,9,326,0.690742274618086
52,ENSG00000226983,LINC01692,21,24840550,25057746,1,217196,46709983,0.534128817816097,1,1,4.60413635610232E-06,4.60413635610232E-06,1,Neutral,1,0.5,
53,ENSG00000159147,DONSON,21,33559542,33588706,-1,29164,46709983,0.718778339097233,4,14,0.0001371553970648,0.000480043889727,3.5,Predominantly Post-Transcriptional,13,924,3.77436438665217
54,ENSG00000132874,SLC14A2,18,45212995,45683688,1,470693,80373285,0.565465770124986,33,1,7.0109391896629E-05,2.12452702717058E-06,0.0303030303030303,Predominantly Transcriptional,4,1,
55,ENSG00000017797,RALBP1,18,9475009,9538114,1,63105,80373285,0.118280116334675,9,27,0.0001426194437841,0.0004278583313525,3,Predominantly Post-Transcriptional,5,2511,0.889501586293618
56,ENSG00000243927,MRPS6,21,34073224,34143034,1,69810,46709983,0.730210691791517,6,36,8.59475719810915E-05,0.0005156854318865,6,Predominantly Post-Transcriptional,5,293.5,0.841176158949679
57,ENSG00000215533,LINC00189,21,29193480,29288205,1,94725,46709983,0.626008416659025,14,1,0.0001477962523093,1.05568751649512E-05,0.0714285714285714,Predominantly Transcriptional,3,0.5,
58,ENSG00000159131,GART,21,33503931,33543491,-1,39560,46709983,0.71769906231822,7,5,0.0001769464105156,0.0001263902932254,0.714285714285714,Predominantly Transcriptional,18,8310.5,2.05959578238801
59,ENSG00000141380,SS18,18,26016253,26091217,-1,74964,80373285,0.324159140689596,8,2,0.0001067178912544,2.66794728136172E-05,0.25,Predominantly Transcriptional,26,1276,0.723982035138456
60,ENSG00000088930,XRN2,20,21303331,21389825,1,86494,64444167,0.33124142949974,6,28,6.93689735704211E-05,0.0003237218766619,4.66666666666667,Predominantly Post-Transcriptional,1,2171.5,0.74809868899116
61,ENSG00000125772,GPCPD1,20,5544439,5611006,-1,66567,64444167,0.0865512389973169,9,1,0.0001352021271801,1.50224585755705E-05,0.111111111111111,Predominantly Transcriptional,6,530.5,2.03129687801931
62,ENSG00000125870,SNRPB2,20,16729961,16742564,1,12603,64444167,0.25970174306078,3,4,0.000238038562247,0.0003173847496627,1.33333333333333,Predominantly Post-Transcriptional,3,662,1.38469770450685
63,ENSG00000101003,GINS1,20,25407673,25452628,1,44955,64444167,0.394607482473937,1,14,2.22444666889111E-05,0.0003114225336447,14,Predominantly Post-Transcriptional,4,620.5,1.34336779605177
64,ENSG00000248476,BACH1-IT1,21,29351634,29361894,1,10260,46709983,0.628490145243684,5,2,0.0004873294346978,0.0001949317738791,0.4,Predominantly Transcriptional,1,14.5,
65,ENSG00000198743,SLC5A3,21,34073578,34106260,1,32682,46709983,0.729820839369605,3,29,9.17936478795667E-05,0.0008873385961691,9.66666666666667,Predominantly Post-Transcriptional,1,1152.5,
66,ENSG00000159259,CHAF1B,21,36385392,36419015,1,33623,46709983,0.779323843898637,4,12,0.0001189661838622,0.0003568985515867,3,Predominantly Post-Transcriptional,3,862.5,1.12157035826223
67,ENSG00000156304,SCAF4,21,31671000,31732118,-1,61118,46709983,0.678689157304981,12,2,0.0001963415033214,3.27235838869073E-05,0.166666666666667,Predominantly Transcriptional,6,699,0.947826612491269
68,ENSG00000101745,ANKRD12,18,9136228,9285985,1,149757,80373285,0.114604081443231,11,39,7.3452326101618E-05,0.0002604218834511,3.54545454545455,Predominantly Post-Transcriptional,10,1050,0.707348379164041
69,ENSG00000088766,CRLS1,20,6006093,6040053,1,33960,64444167,0.0934618799557142,6,10,0.0001766784452296,0.0002944640753828,1.66666666666667,Predominantly Post-Transcriptional,7,645.5,
70,ENSG00000152242,C18orf25,18,46173553,46266992,1,93439,80373285,0.575070093253001,12,8,0.0001284260319566,8.56173546377851E-05,0.666666666666667,Predominantly Transcriptional,6,403,0.549259781234455
71,ENSG00000189295,ANKRD62P1-PARP4P3,22,16654066,16675540,-1,21474,50818468,0.32792808708834,7,1,0.000325975598398,4.65679426282947E-05,0.142857142857143,Predominantly Transcriptional,2,5.5,
72,ENSG00000154839,SKA1,18,50375040,50394168,1,19128,80373285,0.626882477181317,2,8,0.0001045587620242,0.000418235048097,4,Predominantly Post-Transcriptional,5,2133.5,2.46109816956017
73,ENSG00000125868,DSTN,20,17570075,17609919,1,39844,64444167,0.272949404404591,4,8,0.0001003915269551,0.0002007830539102,2,Predominantly Post-Transcriptional,3,1228,0.609719382453027
74,ENSG00000132664,POLR3F,20,18467389,18484646,1,17257,64444167,0.286698057560431,2,3,0.0001158949991307,0.0001738424986961,1.5,Predominantly Post-Transcriptional,6,190,1.07790398455873
75,ENSG00000125834,STK35,20,2101827,2177038,1,75211,64444167,0.0331982334413602,9,9,0.0001196633471167,0.0001196633471167,1,Neutral,2,519.5,0.863709056779914
76,ENSG00000154654,NCAM2,21,20998409,21543329,1,544920,46709983,0.455381647216613,42,23,7.70755340233429E-05,4.22080305365925E-05,0.547619047619048,Predominantly Transcriptional,5,1248,0.597160778224568
77,ENSG00000241832,CECR3,22,17256859,17266733,-1,9874,50818468,0.339675647050202,3,1,0.0003038282357707,0.0001012760785902,0.333333333333333,Predominantly Transcriptional,1,0.5,
78,ENSG00000152234,ATP5F1A,18,46080248,46104334,-1,24086,80373285,0.573477754455352,3,1,0.0001245536826372,4.15178942124055E-05,0.333333333333333,Predominantly Transcriptional,20,8894.5,0.814919730462393
79,ENSG00000198646,NCOA6,20,34689097,34825651,-1,136554,64444167,0.539340884024461,21,5,0.0001537853156992,3.66155513569723E-05,0.238095238095238,Predominantly Transcriptional,7,249,0.818370093870853
80,ENSG00000241973,PI4KA,22,20707691,20859417,-1,151726,50818468,0.408976398107869,22,10,0.0001449982204763,6.59082820347205E-05,0.454545454545455,Predominantly Transcriptional,18,4542,
81,ENSG00000142192,APP,21,25880550,26171128,-1,290578,46709983,0.557179372126939,13,3,4.4738417911886E-05,1.03242502873583E-05,0.230769230769231,Predominantly Transcriptional,17,4,0.147056934345573
82,ENSG00000101350,KIF3B,20,32277651,32335011,1,57360,64444167,0.501307294421231,12,9,0.0002092050209205,0.0001569037656903,0.75,Predominantly Transcriptional,1,560,0.6457677962329
83,ENSG00000237438,CECR7,22,17036570,17060825,1,24255,50818468,0.335482319144292,3,2,0.0001236858379715,8.24572253143682E-05,0.666666666666667,Predominantly Transcriptional,4,97,
84,ENSG00000177663,IL17RA,22,17084954,17115694,1,30740,50818468,0.336498219505554,5,10,0.0001626545217957,0.0003253090435914,2,Predominantly Post-Transcriptional,4,329.5,0.333384292971299
85,ENSG00000101624,CEP76,18,12661833,12702777,-1,40944,80373285,0.157792542634036,4,1,9.76944118796405E-05,2.44236029699101E-05,0.25,Predominantly Transcriptional,12,401,1.35114544379456
86,ENSG00000131069,ACSS2,20,34872146,34927962,1,55816,64444167,0.541554893556154,10,30,0.000179160097463,0.0005374802923892,3,Predominantly Post-Transcriptional,24,1978.5,
87,ENSG00000223553,SMPD4P1,22,20602595,20656914,-1,54319,50818468,0.405949949140537,9,1,0.000165687880852,1.84097645391115E-05,0.111111111111111,Predominantly Transcriptional,3,174.5,
88,ENSG00000100181,TPTEP1,22,16601887,16698742,1,96855,50818468,0.32764298404273,21,22,0.0002168189561715,0.0002271436683702,1.04761904761905,Predominantly Post-Transcriptional,11,1295,
89,ENSG00000250261,CCDC74BP1,22,20587496,20592218,-1,4722,50818468,0.405164850699553,2,3,0.0004235493434985,0.0006353240152477,1.5,Predominantly Post-Transcriptional,1,3.5,
90,ENSG00000070371,CLTCL1,22,19179473,19291719,-1,112246,50818468,0.378515857660251,32,3,0.000285088110044,2.6727010316626E-05,0.09375,Predominantly Transcriptional,12,614,
91,ENSG00000101773,RBBP8,18,22798261,23026488,1,228227,80373285,0.285074505788833,19,18,8.32504480188584E-05,7.88688454915501E-05,0.947368421052632,Predominantly Transcriptional,16,1370.5,
92,ENSG00000184029,DSCR4,21,37951425,38121360,-1,169935,46709983,0.814309705486298,23,2,0.0001353458675375,1.17692058728337E-05,0.0869565217391304,Predominantly Transcriptional,3,101,
93,ENSG00000142188,TMEM50B,21,33432485,33479974,-1,47489,46709983,0.716254371148026,6,6,0.0001263450483269,0.0001263450483269,1,Neutral,10,332,
94,ENSG00000205930,C21orf62-AS1,21,32772100,32955437,1,183337,46709983,0.703570551502877,17,1,9.27254182189084E-05,5.45443636581814E-06,0.0588235294117647,Predominantly Transcriptional,7,29,
95,ENSG00000228677,TTC3-AS1,21,37187666,37193926,-1,6260,46709983,0.796206583933032,1,1,0.0001597444089456,0.0001597444089456,1,Neutral,1,12,
96,ENSG00000187172,BAGE2,21,10413477,10516431,1,102954,46709983,0.224041057775594,9,5,8.74176816830818E-05,4.85653787128232E-05,0.555555555555556,Predominantly Transcriptional,3,824,
97,ENSG00000198054,DSCR8,21,38121451,38156511,1,35060,46709983,0.816505991877582,3,4,8.55675984027381E-05,0.0001140901312036,1.33333333333333,Predominantly Post-Transcriptional,8,489.5,
98,ENSG00000260930,LINC01416,18,55881688,55998219,-1,116531,80373285,0.696001830707803,14,1,0.0001201397053144,8.58140752246183E-06,0.0714285714285714,Predominantly Transcriptional,1,1.5,
99,ENSG00000168234,TTC39C,18,23992773,24135610,1,142837,80373285,0.299405349675579,9,3,6.30088842526796E-05,2.10029614175599E-05,0.333333333333333,Predominantly Transcriptional,10,3,0.443715115070465
100,ENSG00000142149,HUNK,21,31873020,32044633,1,171613,46709983,0.684196919960343,11,2,6.40977082155781E-05,1.16541287664687E-05,0.181818181818182,Predominantly Transcriptional,4,0.5,
101,ENSG00000154642,C21orf91,21,17788974,17819386,-1,30412,46709983,0.381164343391005,3,1,9.86452716033145E-05,3.28817572011048E-05,0.333333333333333,Predominantly Transcriptional,6,280.5,0.866424389123238
102,ENSG00000187323,DCC,18,52340197,53535903,1,1195706,80373285,0.658652312145758,2,5,1.67265197297663E-06,4.18162993244159E-06,2.5,Predominantly Post-Transcriptional,18,0,
103,ENSG00000159256,MORC3,21,36320189,36386148,1,65959,46709983,0.778274068307839,8,26,0.0001212874664564,0.0003941842659834,3.25,Predominantly Post-Transcriptional,12,1480.5,2.35318666845752
104,ENSG00000099917,MED15,22,20495913,20587632,1,91719,50818468,0.404218649409108,20,72,0.0002180573272713,0.0007850063781768,3.6,Predominantly Post-Transcriptional,31,2456.5,1.09110970923851
105,ENSG00000159086,PAXBP1,21,32733899,32771792,-1,37893,46709983,0.701195834303772,5,1,0.0001319504921753,2.63900984350672E-05,0.2,Predominantly Transcriptional,9,927,1.23174217017714
106,ENSG00000141622,RNF165,18,46326809,46463140,1,136331,80373285,0.577243725946998,20,3,0.000146701777292,2.20052665938048E-05,0.15,Predominantly Transcriptional,8,37,
107,ENSG00000078804,TP53INP2,20,34704339,34713439,1,9100,64444167,0.53858852733716,8,3,0.0008791208791208,0.0003296703296703,0.375,Predominantly Transcriptional,4,69,
108,ENSG00000101384,JAG1,20,10637684,10673999,-1,36315,64444167,0.16534997651533,5,1,0.000137684152554,2.75368305108082E-05,0.2,Predominantly Transcriptional,9,5,0.184471670569165
109,ENSG00000230323,LINC00159,21,32080316,32197813,-1,117497,46709983,0.68805558118058,12,1,0.0001021302671557,8.5108555963131E-06,0.0833333333333333,Predominantly Transcriptional,2,0,
110,ENSG00000236017,ASMTL-AS1,23,1401769,1414028,1,12259,156040895,0.0090226251265733,1,1,8.15727220817359E-05,8.15727220817359E-05,1,Neutral,5,2.5,
111,ENSG00000205726,ITSN1,21,33642400,33899861,1,257461,46709983,0.722995992098734,38,18,0.0001475951697538,6.99135014623574E-05,0.473684210526316,Predominantly Transcriptional,33,261.5,0.36536448375745
112,ENSG00000185291,IL3RA,23,1336616,1382689,1,46073,156040895,0.0087134369486922,9,1,0.0001953421743754,2.17046860417164E-05,0.111111111111111,Predominantly Transcriptional,3,13.5,
113,ENSG00000182162,P2RY8,23,1462581,1537185,-1,74604,156040895,0.0096121148241299,16,1,0.0002144657122942,1.34041070183904E-05,0.0625,Predominantly Transcriptional,2,18.5,
114,ENSG00000205542,TMSB4X,23,12975110,12977227,1,2117,156040895,0.0831587674500329,5,5,0.002361832782239,0.002361832782239,1,Neutral,4,8545.5,
115,ENSG00000099953,MMP11,22,23768226,23784316,1,16090,50818468,0.467866740886404,6,3,0.0003729024238657,0.0001864512119328,0.5,Predominantly Transcriptional,13,9.5,
116,ENSG00000152240,HAUS1,18,46104378,46128333,1,23955,80373285,0.573777163643367,2,4,8.34898768524316E-05,0.0001669797537048,2,Predominantly Post-Transcriptional,12,694.5,1.30978032846173
117,ENSG00000226985,LINC01203,23,13333952,13403035,1,69083,156040895,0.085673012193374,4,9,5.79013650246805E-05,0.0001302780713055,2.25,Predominantly Post-Transcriptional,2,49.5,
118,ENSG00000184792,OSBP2,22,30693782,30907824,1,214042,50818468,0.606094678021384,29,8,0.0001354874277011,3.73758421244429E-05,0.275862068965517,Predominantly Transcriptional,19,758,1.51124968024607
119,ENSG00000101310,SEC23B,20,18507520,18561415,1,53895,64444167,0.287605044223785,1,18,1.85545969013823E-05,0.0003339827442248,18,Predominantly Post-Transcriptional,8,1290.5,2.04195612772122
120,ENSG00000169084,DHRSX,23,2219506,2502805,-1,283299,156040895,0.0151316454574296,29,8,0.0001023653454477,2.82387159855841E-05,0.275862068965517,Predominantly Transcriptional,7,140,0.470012659255676
121,ENSG00000169093,ASMTL,23,1403139,1453762,-1,50623,156040895,0.0091543341891239,5,2,9.87693340971495E-05,3.95077336388598E-05,0.4,Predominantly Transcriptional,6,457,1.74663712083881
122,ENSG00000236871,LINC00106,23,1396427,1399402,1,2975,156040895,0.0089586418996122,3,2,0.0010084033613445,0.000672268907563,0.666666666666667,Predominantly Transcriptional,2,3.5,
123,ENSG00000004961,HCCS,23,11111301,11123086,1,11785,156040895,0.0712453841026739,2,7,0.0001697072549851,0.000593975392448,3.5,Predominantly Post-Transcriptional,3,902.5,1.00416515257212
124,ENSG00000089123,TASP1,20,13389392,13638932,-1,249540,64444167,0.209703416602468,11,3,4.40811092410034E-05,1.20221207020918E-05,0.272727272727273,Predominantly Transcriptional,7,101,0.562024469661985
125,ENSG00000141655,TNFRSF11A,18,62325287,62391288,1,66001,80373285,0.775858390011059,6,1,9.09077135194921E-05,1.5151285586582E-05,0.166666666666667,Predominantly Transcriptional,6,1,
126,ENSG00000132792,CTNNBL1,20,37693955,37872129,1,178174,64444167,0.58629110684292,18,15,0.0001010248408858,8.41873674048963E-05,0.833333333333333,Predominantly Transcriptional,9,680,0.966210821257998
127,ENSG00000185686,PRAME,22,22547701,22559361,-1,11660,50818468,0.44380580303995,4,3,0.0003430531732418,0.0002572898799313,0.75,Predominantly Transcriptional,14,24032,
128,ENSG00000091164,TXNL1,18,56597209,56651600,-1,54391,80373285,0.7045177324779,3,1,5.5156183927488E-05,1.8385394642496E-05,0.333333333333333,Predominantly Transcriptional,11,1034,0.936644313735765
129,ENSG00000220891,LL22NC03-63E9.3,22,22559343,22566602,1,7259,50818468,0.443991591796903,3,2,0.0004132800661248,0.0002755200440832,0.666666666666667,Predominantly Transcriptional,1,19,
130,ENSG00000226912,ISCA2P1,22,26644889,26645336,-1,447,50818468,0.524319475746494,1,1,0.0022371364653243,0.0022371364653243,1,Neutral,1,1,
131,ENSG00000134030,CTIF,18,48539031,48863217,1,324186,80373285,0.605936711433407,48,17,0.000148063148933,5.24390319137779E-05,0.354166666666667,Predominantly Transcriptional,11,180,
132,ENSG00000101955,SRPX,23,38149336,38220924,-1,71588,156040895,0.244712323650797,4,1,5.58752863608426E-05,1.39688215902107E-05,0.25,Predominantly Transcriptional,6,1,0.588909677718697
133,ENSG00000177324,BEND2,23,18162931,18220886,-1,57955,156040895,0.116584235818437,5,2,8.62738331464067E-05,3.45095332585627E-05,0.4,Predominantly Transcriptional,2,4,
134,ENSG00000149639,SOGA1,20,36777447,36863538,-1,86091,64444167,0.571354929609068,19,1,0.0002206967046497,1.16156160341964E-05,0.0526315789473684,Predominantly Transcriptional,4,709,
135,ENSG00000130150,MOSPD2,23,14873421,14922327,1,48906,156040895,0.0954741640004051,3,2,6.13421666053245E-05,4.0894777736883E-05,0.666666666666667,Predominantly Transcriptional,6,335,0.822827617697863
136,ENSG00000174028,FAM3C2P,23,23075758,23076767,1,1009,156040895,0.14788599168186,1,1,0.0009910802775024,0.0009910802775024,1,Neutral,1,190.5,
137,ENSG00000082212,ME2,18,50879080,50954257,1,75177,80373285,0.633502394483441,6,16,7.98116445189353E-05,0.0002128310520504,2.66666666666667,Predominantly Post-Transcriptional,5,1314.5,0.511758197040178
138,ENSG00000197976,AKAP17A,23,1591604,1602520,1,10916,156040895,0.0102348938718917,2,9,0.0001832172957127,0.0008244778307072,4.5,Predominantly Post-Transcriptional,3,434,1.03117160298879
139,ENSG00000185666,SYN3,22,32507820,33058381,-1,550561,50818468,0.645102101464373,54,1,9.80817747715512E-05,1.81632916243613E-06,0.0185185185185185,Predominantly Transcriptional,13,5.5,
140,ENSG00000091482,SMPX,23,21705978,21758116,-1,52138,156040895,0.139271483927338,1,1,1.91798688096973E-05,1.91798688096973E-05,1,Neutral,2,0,
141,ENSG00000231933,MYO18B-AS1,22,25876854,25903247,-1,26393,50818468,0.509461452084703,1,1,3.78888341605729E-05,3.78888341605729E-05,1,Neutral,28,33.5,
142,ENSG00000101445,PPP1R16B,20,38805697,38923024,1,117327,64444167,0.603070259252478,22,10,0.0001875101212849,8.52318733113435E-05,0.454545454545455,Predominantly Transcriptional,4,773.5,
143,ENSG00000178248,FAM230I,22,23462086,23486980,-1,24894,50818468,0.461929175039279,2,1,8.03406443319675E-05,4.01703221659838E-05,0.5,Predominantly Transcriptional,1,0,
